state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
West Bengal,Murshidabad,93.3,68.9,54.0,6.15,0.76,37.8,Silty,33.1,84.1,167.5,0.1,494.3,2.79,Sugarcane
Andhra Pradesh,Chittoor,83.0,54.2,21.4,6.16,0.68,29.6,Laterite,26.1,65.8,61.8,1.0,436.3,3.1,Maize
Andhra Pradesh,Srikakulam,69.8,68.6,36.8,6.86,0.78,18.4,Silty,27.4,40.8,47.8,1.72,491.1,1.98,Sunflower
Rajasthan,Ganganagar,58.9,51.0,66.8,6.57,0.4,29.9,Black Cotton,20.7,66.4,49.8,2.5,213.0,3.76,Tomato
Andhra Pradesh,Vizianagaram,56.5,45.2,44.3,5.87,0.65,25.6,Silty,12.6,56.8,62.5,1.21,336.7,2.9,Potato
Punjab,Jalandhar,43.9,44.4,28.3,6.83,0.64,16.4,Laterite,26.3,36.5,62.9,1.71,560.8,2.38,Sorghum
Punjab,Ludhiana,69.6,40.4,23.8,5.7,0.74,26.6,Loamy,25.7,59.1,89.9,0.97,278.9,3.47,Maize
Punjab,Fatehgarh Sahib,33.3,66.2,41.4,6.71,0.42,11.6,Silty,21.8,25.7,43.4,0.5,415.8,4.32,Bengal Gram
Telangana,Bhadradri Kothagudem,45.3,68.7,43.0,6.73,0.79,20.2,Red Soil,21.0,45.0,50.2,1.26,553.5,3.22,Mirchi
Andhra Pradesh,West Godavari,84.9,48.3,41.4,6.62,0.75,37.1,Clayey,22.5,82.4,191.2,2.48,591.5,2.44,Rice
Punjab,Rupnagar,34.8,78.2,43.5,6.86,0.43,23.2,Clayey,23.6,51.5,60.5,3.02,511.5,5.4,Soybean
Andhra Pradesh,Anantapur,37.4,69.4,37.2,6.45,0.78,29.7,Black Cotton,24.3,66.1,97.8,2.45,446.0,4.54,Soybean
West Bengal,Birbhum,42.3,62.9,37.7,6.91,0.41,27.0,Sandy,24.3,60.1,69.5,1.87,313.3,2.79,Soybean
Maharashtra,Solapur,15.9,55.1,22.8,7.42,0.33,32.2,Black Cotton,27.9,71.5,47.8,1.38,549.2,2.97,Urad
Karnataka,Bidar,64.6,54.2,35.9,7.05,0.36,18.9,Red Soil,27.5,42.1,42.0,1.6,260.0,2.08,Sunflower
Karnataka,Bengaluru Rural,38.4,57.9,28.7,6.74,0.37,20.3,Loamy,28.3,45.2,77.7,1.52,687.1,2.91,Toor
West Bengal,North 24 Parganas,33.1,46.9,30.0,6.96,0.37,13.5,Silty,15.8,30.0,54.4,2.43,543.0,2.46,Mustard
Tamil Nadu,Vellore,49.0,34.9,31.5,6.93,0.68,20.3,Clayey,31.7,45.1,55.1,2.77,507.2,2.82,Sorghum
Karnataka,Dakshina Kannada,49.9,30.2,30.3,6.01,0.71,21.7,Laterite,28.0,48.3,46.4,0.21,346.0,2.96,Sorghum
Tamil Nadu,Thiruvallur,66.8,47.6,68.4,6.25,0.68,28.4,Clayey,22.5,63.2,31.2,0.75,190.7,2.11,Onion
Telangana,Mulugu,103.0,87.6,48.0,6.23,0.64,38.0,Red Soil,28.9,84.4,106.5,0.36,300.7,1.06,Banana
Uttar Pradesh,Raebareli,63.7,49.1,52.9,5.71,0.32,28.7,Sandy,14.3,63.8,42.6,0.1,408.8,3.47,Potato
West Bengal,Purulia,58.7,58.3,53.4,5.05,0.38,23.5,Silty,19.1,52.3,50.3,0.23,469.5,2.2,Potato
Uttar Pradesh,Sambhal,69.2,53.6,20.6,5.73,0.53,31.2,Silty,18.7,69.3,88.3,1.48,749.1,2.67,Maize
Karnataka,Ramanagara,48.5,42.8,31.2,6.9,0.3,19.1,Clayey,28.8,42.4,35.2,1.91,295.3,2.64,Sorghum
Maharashtra,Thane,31.3,21.6,31.3,6.13,0.47,44.2,Red Soil,28.9,98.2,156.1,1.81,586.6,2.93,Coconut
Rajasthan,Dholpur,25.8,48.1,28.2,5.51,0.32,16.2,Black Cotton,10.6,35.9,31.7,0.95,565.3,4.92,Mustard
West Bengal,Alipurduar,53.4,61.4,42.9,6.75,0.5,23.4,Loamy,29.0,51.9,84.0,0.16,527.6,2.53,Mirchi
Andhra Pradesh,West Godavari,37.9,62.2,43.2,6.61,0.46,13.1,Black Cotton,18.2,29.2,37.3,0.95,357.5,4.35,Bengal Gram
Maharashtra,Latur,47.6,68.3,35.5,6.42,0.7,24.7,Sandy,29.5,54.9,71.9,0.8,382.1,3.49,Soybean
Rajasthan,Bhilwara,115.6,48.3,21.0,6.39,0.34,37.4,Laterite,27.5,83.0,76.0,1.21,514.9,3.06,Cotton
Andhra Pradesh,Kurnool,45.5,41.3,28.7,6.37,0.59,13.5,Loamy,27.0,30.0,44.2,2.46,306.2,2.49,Sorghum
Rajasthan,Ganganagar,24.1,54.3,27.6,6.85,0.65,25.0,Laterite,27.1,55.5,66.7,1.51,378.6,3.05,Urad
Karnataka,Chikkamagaluru,66.1,48.7,42.3,5.13,0.74,24.4,Loamy,18.9,54.2,53.9,0.55,515.0,3.41,Potato
Uttar Pradesh,Saharanpur,32.7,18.9,30.9,5.83,0.3,41.6,Red Soil,26.7,92.5,144.1,2.18,603.9,3.31,Coconut
Tamil Nadu,Thiruvallur,52.3,33.8,33.8,5.93,0.79,24.4,Black Cotton,27.4,54.3,89.5,0.42,759.6,2.9,Tobacco
Punjab,Sangrur,36.4,52.0,43.2,6.96,0.53,29.8,Sandy,20.4,66.3,57.5,0.67,314.3,3.75,Wheat
Karnataka,Uttara Kannada,22.5,21.4,12.0,6.49,0.58,16.7,Black Cotton,31.0,37.0,42.6,1.08,462.4,2.67,Bajra
Andhra Pradesh,Anantapur,18.3,53.5,23.2,6.2,0.37,24.8,Black Cotton,27.2,55.0,54.6,1.17,121.0,3.47,Moong
Tamil Nadu,Tenkasi,48.3,54.4,40.4,5.57,0.66,18.3,Red Soil,27.5,40.6,79.4,0.94,684.8,3.22,Groundnut
Andhra Pradesh,Chittoor,68.6,61.7,35.2,7.21,0.76,24.9,Red Soil,25.2,55.3,40.6,2.07,381.5,1.47,Sunflower
Bihar,Vaishali,85.0,52.6,24.5,5.76,0.52,30.9,Laterite,22.5,68.7,75.1,1.85,390.4,1.62,Maize
Uttar Pradesh,Raebareli,65.3,46.8,38.1,6.49,0.7,36.7,Black Cotton,24.5,81.5,285.0,1.31,549.0,1.96,Rice
Maharashtra,Amravati,71.0,42.7,18.7,6.79,0.64,28.1,Sandy,26.8,62.5,71.6,2.12,463.0,1.91,Maize
Rajasthan,Bhilwara,22.8,18.0,27.6,5.64,0.67,44.4,Loamy,28.1,98.6,209.4,0.88,593.3,2.2,Coconut
Uttar Pradesh,Pratapgarh,18.5,50.8,26.2,6.53,0.42,25.5,Sandy,28.7,56.6,74.8,1.21,449.7,1.19,Urad
Rajasthan,Pratapgarh,42.3,41.2,32.2,5.51,0.7,25.9,Clayey,24.0,57.5,69.8,0.98,499.0,3.49,Tobacco
Rajasthan,Dausa,30.7,75.6,35.9,6.31,0.53,24.8,Loamy,27.3,55.2,61.5,0.1,424.4,1.63,Soybean
Punjab,Moga,94.4,75.4,48.9,6.6,0.65,37.7,Laterite,29.8,83.8,118.4,0.2,249.4,2.33,Banana
Telangana,Peddapalli,25.2,59.4,29.2,6.13,0.63,27.4,Red Soil,31.1,60.9,61.0,0.79,548.8,4.51,Moong
Rajasthan,Bhilwara,98.2,52.2,40.6,6.87,0.51,39.6,Red Soil,28.1,88.1,195.7,0.4,555.6,5.77,Sugarcane
West Bengal,South 24 Parganas,52.0,59.0,55.3,6.43,0.45,31.1,Red Soil,18.1,69.0,48.7,1.48,394.2,2.96,Onion
Telangana,Nagarkurnool,106.3,48.0,23.9,6.03,0.44,34.4,Sandy,27.7,76.5,99.0,1.91,465.3,4.52,Cotton
West Bengal,Howrah,125.2,53.2,29.5,6.25,0.32,34.6,Black Cotton,26.3,76.8,76.4,0.63,210.6,2.36,Cotton
Telangana,Mancherial,41.2,47.4,66.3,6.15,0.65,29.1,Red Soil,25.3,64.7,60.8,1.79,372.3,2.99,Tomato
Tamil Nadu,Sivaganga,25.8,58.4,20.5,7.04,0.73,23.8,Loamy,31.4,52.8,69.1,1.06,306.0,2.39,Moong
Bihar,Madhepura,40.9,42.9,41.3,5.57,0.78,22.5,Sandy,30.5,50.0,72.4,0.87,570.8,4.92,Groundnut
Rajasthan,Alwar,59.5,56.7,50.5,6.22,0.65,34.0,Laterite,19.3,75.5,80.0,1.38,483.5,1.34,Tomato
West Bengal,Kolkata,54.5,55.9,54.3,6.5,0.58,30.7,Red Soil,18.6,68.3,89.3,2.38,446.3,1.41,Tomato
Bihar,Jamui,40.1,40.7,41.7,6.87,0.72,21.8,Black Cotton,28.7,48.5,51.9,2.41,426.0,4.07,Groundnut
Rajasthan,Banswara,117.9,67.4,57.7,6.95,0.75,38.7,Red Soil,34.1,86.1,163.1,1.1,423.4,3.91,Sugarcane
Uttar Pradesh,Mau,50.3,62.5,49.5,6.55,0.43,25.7,Clayey,21.2,57.2,70.4,3.06,595.0,3.16,Mirchi
Tamil Nadu,Chennai,35.3,31.9,33.9,6.49,0.79,17.9,Clayey,29.6,39.7,45.4,0.37,500.2,2.98,Sorghum
West Bengal,Howrah,132.7,55.9,24.2,7.34,0.66,35.5,Laterite,23.1,78.9,68.0,1.34,288.6,3.21,Cotton
Maharashtra,Jalna,30.6,57.6,33.9,6.39,0.61,23.1,Black Cotton,27.4,51.3,86.6,2.05,415.2,1.94,Toor
Punjab,Tarntaran,107.1,49.1,25.7,7.49,0.56,33.7,Red Soil,28.5,74.9,61.2,1.57,607.0,2.05,Cotton
West Bengal,Paschim Medinipur,43.3,37.0,42.4,5.56,0.47,22.7,Red Soil,26.0,50.4,78.1,1.6,330.2,5.17,Tobacco
Karnataka,Dakshina Kannada,59.6,56.6,55.5,6.65,0.76,30.7,Laterite,23.2,68.3,66.8,3.07,629.4,2.57,Tomato
Telangana,Siddipet,80.8,39.9,43.7,6.06,0.55,38.0,Loamy,25.4,84.4,286.2,0.1,254.7,3.06,Rice
Punjab,Pathankot,86.9,56.7,23.8,5.73,0.74,28.8,Sandy,25.4,64.1,63.9,1.43,548.9,2.8,Maize
Karnataka,Belagavi,108.3,73.2,47.3,6.03,0.79,37.8,Silty,26.0,84.0,94.8,1.12,705.8,2.95,Banana
West Bengal,Kolkata,116.0,57.7,45.4,7.0,0.72,38.1,Laterite,27.5,84.7,192.9,0.75,355.7,1.63,Sugarcane
Karnataka,Chikkamagaluru,66.1,58.9,53.3,6.04,0.59,25.7,Silty,21.7,57.2,32.2,1.41,455.7,2.48,Onion
West Bengal,South Dinajpur,49.5,48.3,47.1,5.8,0.39,20.8,Clayey,28.1,46.2,81.7,1.18,439.7,3.08,Groundnut
Punjab,Faridkot,59.1,60.6,58.4,6.44,0.79,32.1,Sandy,20.8,71.3,89.8,1.53,496.0,2.28,Tomato
Karnataka,Kodagu,33.0,17.9,29.5,5.73,0.52,44.1,Black Cotton,25.8,98.1,206.1,0.95,538.3,3.68,Coconut
Maharashtra,Satara,58.2,52.2,40.3,6.1,0.32,26.7,Sandy,27.3,59.3,73.3,1.13,399.8,1.98,Sunflower
Bihar,Darbhanga,27.8,23.5,21.2,6.01,0.64,13.1,Clayey,29.5,29.2,44.2,2.25,593.2,2.66,Ragi
Uttar Pradesh,Firozabad,55.6,56.2,62.4,6.48,0.71,27.4,Black Cotton,21.4,61.0,43.9,2.47,476.9,4.34,Onion
Maharashtra,Kolhapur,53.0,46.7,48.2,5.98,0.59,24.6,Silty,21.1,54.7,65.3,1.68,337.5,2.28,Potato
Bihar,Nawada,69.4,56.2,45.7,5.82,0.6,25.6,Loamy,16.1,56.9,42.9,1.05,351.6,1.68,Potato
Karnataka,Hassan,28.8,68.0,28.3,6.64,0.31,19.5,Clayey,26.9,43.3,77.1,0.76,411.8,3.02,Toor
Tamil Nadu,Kanyakumari,50.7,60.8,46.1,6.41,0.42,29.1,Black Cotton,23.3,64.7,88.9,1.48,613.0,3.64,Mirchi
Maharashtra,Amravati,35.6,67.0,38.2,6.92,0.63,24.5,Sandy,19.3,54.4,67.8,0.68,280.2,3.26,Wheat
Karnataka,Ballari,47.3,72.7,44.9,6.53,0.57,19.7,Laterite,28.8,43.7,63.6,0.85,222.9,2.73,Soybean
Andhra Pradesh,West Godavari,31.2,56.4,26.2,6.42,0.58,20.5,Loamy,12.6,45.5,35.7,1.07,576.3,1.08,Mustard
Karnataka,Kalaburagi,35.4,76.2,40.7,6.63,0.31,27.3,Red Soil,22.7,60.6,69.6,0.95,636.1,6.13,Soybean
West Bengal,Nadia,109.0,49.3,28.2,7.34,0.48,36.4,Clayey,23.4,80.9,100.5,1.23,588.0,3.74,Cotton
Tamil Nadu,Pudukkottai,48.9,31.7,29.4,6.42,0.45,13.9,Red Soil,30.1,30.9,46.5,1.02,395.0,3.57,Sorghum
West Bengal,South Dinajpur,32.8,66.3,41.8,6.82,0.7,29.1,Sandy,22.7,64.7,84.8,0.1,266.1,3.53,Soybean
Tamil Nadu,Namakkal,39.3,64.2,31.6,6.53,0.35,29.2,Red Soil,22.3,64.9,40.2,1.84,514.5,3.51,Wheat
Uttar Pradesh,Unnao,65.8,43.5,47.2,5.19,0.59,27.8,Clayey,20.0,61.8,49.7,0.81,489.7,1.46,Potato
Maharashtra,Akola,29.8,39.8,16.6,6.01,0.32,14.9,Silty,30.2,33.1,24.0,2.14,689.3,3.26,Bajra
Uttar Pradesh,Meerut,16.4,29.5,17.3,6.91,0.55,10.0,Black Cotton,28.4,22.3,59.3,1.9,434.7,4.17,Ragi
Maharashtra,Wardha,138.7,51.2,28.3,6.8,0.4,34.8,Laterite,26.9,77.3,61.1,0.91,428.1,2.26,Cotton
Bihar,Kishanganj,25.6,20.9,31.4,6.04,0.55,43.0,Clayey,28.8,95.5,171.2,1.29,443.9,1.13,Coconut
Telangana,Komaram Bheem,38.0,58.7,25.7,6.36,0.55,24.8,Clayey,28.2,55.2,75.6,1.3,314.9,1.51,Toor
Andhra Pradesh,Visakhapatnam,23.2,21.7,26.8,5.93,0.71,42.9,Red Soil,25.9,95.3,215.0,0.79,575.7,4.41,Coconut
Maharashtra,Dhule,91.5,88.9,51.5,5.82,0.55,35.0,Clayey,28.7,77.8,96.9,2.51,385.8,2.97,Banana
Telangana,Jangaon,36.7,62.6,43.6,6.02,0.36,15.7,Silty,20.3,34.9,30.7,2.18,564.0,3.39,Bengal Gram
Uttar Pradesh,Farrukhabad,133.9,59.7,27.5,7.23,0.4,37.6,Laterite,22.3,83.6,82.4,0.66,272.1,2.1,Cotton
Telangana,Rangareddy,57.0,57.7,52.9,6.52,0.7,24.5,Laterite,15.4,54.5,45.9,0.1,443.9,2.91,Onion
Punjab,Rupnagar,24.9,62.8,27.8,6.8,0.44,24.4,Loamy,25.8,54.2,53.3,1.48,672.8,3.04,Moong
Maharashtra,Dhule,34.6,42.3,48.1,5.88,0.57,26.0,Laterite,27.3,57.7,87.9,0.6,352.1,1.53,Groundnut
Telangana,Khammam,40.5,71.3,28.7,6.01,0.65,20.9,Laterite,30.0,46.4,88.9,1.2,360.2,2.91,Toor
Karnataka,Kalaburagi,23.9,21.6,16.5,6.01,0.78,12.7,Laterite,27.1,28.3,44.6,0.45,521.4,2.26,Bajra
Punjab,Barnala,15.6,22.1,17.1,6.99,0.77,10.8,Red Soil,33.8,23.9,37.3,1.63,500.3,0.1,Bajra
Karnataka,Vijayapura,32.1,47.0,48.6,6.19,0.49,24.1,Loamy,25.8,53.5,79.4,0.55,334.1,3.51,Groundnut
Rajasthan,Dholpur,54.0,52.2,35.9,6.73,0.45,19.0,Silty,25.9,42.2,70.2,2.62,471.1,4.19,Sunflower
Uttar Pradesh,Kanpur Nagar,55.9,43.0,40.7,6.45,0.67,28.6,Laterite,24.7,63.6,89.0,1.92,397.5,1.98,Tobacco
Maharashtra,Latur,61.2,48.6,66.7,6.25,0.39,25.7,Clayey,22.4,57.0,42.3,0.82,642.3,3.43,Onion
Andhra Pradesh,Anantapur,16.5,58.3,27.9,6.88,0.74,28.1,Black Cotton,25.1,62.4,72.9,1.33,680.0,4.1,Urad
West Bengal,Birbhum,61.5,63.0,37.1,6.16,0.73,25.2,Laterite,26.0,56.1,42.6,3.0,199.3,2.66,Sunflower
Uttar Pradesh,Amroha,36.6,72.8,25.1,6.48,0.38,22.1,Laterite,29.5,49.0,76.9,2.25,561.9,3.09,Toor
Punjab,SBS Nagar,52.4,47.4,46.3,5.65,0.39,29.1,Laterite,15.4,64.6,51.4,0.92,544.2,2.18,Potato
Andhra Pradesh,Prakasam,74.5,52.1,44.5,6.47,0.55,38.8,Red Soil,21.3,86.2,252.0,0.45,263.5,3.98,Rice
Bihar,Saharsa,37.3,51.4,43.4,6.68,0.35,23.8,Loamy,29.0,52.8,89.6,0.33,541.2,1.38,Mirchi
Tamil Nadu,Perambalur,44.3,60.8,56.5,6.91,0.48,31.7,Laterite,21.7,70.5,77.6,1.32,584.1,3.72,Tomato
Bihar,Darbhanga,16.8,33.9,24.0,5.53,0.52,15.3,Black Cotton,33.5,33.9,30.5,0.59,603.3,2.55,Ragi
Uttar Pradesh,Varanasi,29.2,59.4,27.9,6.99,0.3,27.2,Sandy,31.9,60.5,74.6,1.16,623.1,4.88,Urad
Tamil Nadu,Nilgiris,42.9,55.4,38.7,6.37,0.47,28.9,Clayey,15.1,64.2,56.6,1.2,521.9,3.8,Wheat
West Bengal,North 24 Parganas,51.0,63.6,59.9,6.22,0.77,23.0,Laterite,24.3,51.2,61.5,1.0,453.5,3.26,Mirchi
Bihar,Madhubani,45.9,47.7,66.6,6.44,0.52,28.4,Red Soil,24.8,63.0,57.9,0.97,426.6,2.87,Tomato
Karnataka,Kodagu,49.3,35.9,34.9,6.15,0.32,17.6,Clayey,27.7,39.1,41.7,0.13,439.4,5.65,Sorghum
Telangana,Khammam,68.2,50.4,40.5,5.8,0.42,26.7,Clayey,13.3,59.4,47.5,0.94,501.8,1.34,Potato
Uttar Pradesh,Basti,25.4,65.7,43.5,7.48,0.69,9.7,Laterite,23.6,21.6,44.0,1.31,336.9,5.25,Bengal Gram
Uttar Pradesh,Sant Kabir Nagar,61.6,53.3,48.5,5.19,0.59,28.6,Black Cotton,18.7,63.6,61.2,1.93,456.8,2.82,Potato
West Bengal,Hooghly,15.1,54.9,24.1,6.25,0.61,27.5,Sandy,27.8,61.2,65.1,0.1,549.2,4.65,Moong
Maharashtra,Bhandara,21.4,63.1,25.7,6.06,0.48,30.9,Laterite,30.0,68.6,46.9,0.98,452.0,3.43,Moong
Punjab,SBS Nagar,66.3,55.7,52.0,6.75,0.33,24.7,Laterite,23.1,54.8,51.7,1.52,705.5,2.39,Onion
Karnataka,Kolar,64.8,67.5,35.3,7.1,0.38,22.7,Black Cotton,26.5,50.5,58.3,1.56,462.1,3.46,Sunflower
West Bengal,Purulia,22.1,55.7,26.8,6.21,0.65,16.2,Sandy,13.7,36.1,48.1,0.79,558.0,1.86,Mustard
Maharashtra,Gondia,31.6,45.0,26.1,5.56,0.64,18.8,Laterite,18.1,41.8,58.5,1.33,246.8,2.51,Mustard
Andhra Pradesh,Krishna,65.2,48.4,24.1,6.05,0.55,28.6,Black Cotton,20.8,63.5,78.9,0.76,501.9,2.14,Maize
Telangana,Mancherial,23.8,46.3,23.9,6.18,0.47,31.4,Black Cotton,27.7,69.7,47.0,0.44,411.7,4.22,Moong
Tamil Nadu,Tiruvannamalai,92.7,72.6,45.2,6.37,0.55,36.5,Loamy,28.0,81.2,109.6,1.72,347.3,4.45,Banana
Rajasthan,Chittorgarh,23.3,39.3,13.4,6.2,0.5,11.2,Sandy,34.4,24.9,38.3,1.19,552.2,4.1,Bajra
Rajasthan,Sri Ganganagar,36.4,45.7,28.0,5.51,0.77,17.1,Loamy,13.6,38.0,35.4,1.44,426.5,3.37,Mustard
Andhra Pradesh,Vizianagaram,35.9,65.8,52.2,6.62,0.42,23.6,Loamy,22.7,52.5,82.7,0.82,245.9,5.76,Mirchi
Maharashtra,Gondia,120.2,41.0,25.6,6.79,0.56,35.6,Clayey,28.3,79.0,80.8,1.32,451.6,3.04,Cotton
Andhra Pradesh,Vizianagaram,10.1,29.9,11.8,6.94,0.6,17.6,Sandy,26.4,39.2,21.0,1.98,434.0,3.25,Bajra
Punjab,Sangrur,49.4,61.6,35.8,6.06,0.38,27.4,Clayey,17.7,60.9,41.3,0.62,803.9,4.49,Wheat
Uttar Pradesh,Bijnor,33.3,57.5,35.2,6.66,0.62,27.1,Laterite,19.6,60.3,52.0,0.38,426.2,5.48,Wheat
Andhra Pradesh,Kakinada,45.0,65.2,29.8,6.65,0.48,19.6,Red Soil,29.8,43.6,78.0,1.18,599.6,1.61,Toor
Maharashtra,Washim,28.3,36.1,13.2,6.51,0.41,13.0,Clayey,32.9,28.8,25.9,0.7,406.8,5.44,Bajra
Karnataka,Chitradurga,68.5,57.2,62.1,6.3,0.6,24.0,Loamy,24.4,53.3,31.9,0.31,435.0,4.52,Onion
West Bengal,Birbhum,33.9,50.1,30.5,6.41,0.32,28.9,Clayey,18.3,64.2,67.7,0.12,469.7,5.64,Wheat
Rajasthan,Jhunjhunu,15.7,60.3,27.8,6.1,0.46,27.9,Black Cotton,28.3,61.9,40.7,0.38,399.0,4.01,Urad
Bihar,Madhubani,105.5,52.1,21.7,6.49,0.61,38.1,Black Cotton,28.6,84.7,85.8,1.13,336.1,2.88,Cotton
Uttar Pradesh,Banda,30.3,51.6,48.1,6.2,0.46,19.6,Silty,26.7,43.6,77.0,1.6,531.1,0.77,Groundnut
West Bengal,Howrah,36.5,70.6,41.8,6.3,0.74,29.7,Sandy,22.1,66.0,64.0,1.55,611.5,1.97,Soybean
Punjab,Pathankot,37.7,50.2,26.2,6.76,0.66,16.6,Clayey,14.2,36.8,32.4,2.1,541.1,2.55,Mustard
Bihar,Bhojpur,15.6,64.4,26.7,6.81,0.58,30.1,Clayey,31.4,66.8,68.4,0.69,592.5,1.66,Urad
West Bengal,Malda,34.0,43.1,41.9,6.53,0.45,22.9,Sandy,27.9,51.0,84.9,1.3,535.8,3.3,Groundnut
Andhra Pradesh,Kurnool,25.6,25.4,28.1,5.12,0.61,41.3,Loamy,25.7,91.7,193.7,1.26,268.3,3.38,Coconut
Karnataka,Ballari,43.6,72.2,29.6,6.38,0.71,24.7,Black Cotton,26.1,54.8,69.5,1.38,560.9,2.34,Toor
Tamil Nadu,Ariyalur,37.5,49.0,45.7,6.11,0.43,26.9,Laterite,24.3,59.7,78.6,1.35,707.2,2.03,Groundnut
Maharashtra,Ratnagiri,79.6,51.1,38.4,5.94,0.32,36.2,Sandy,23.2,80.4,207.8,0.9,328.5,1.01,Rice
Uttar Pradesh,Varanasi,19.7,58.7,28.2,6.8,0.65,23.7,Sandy,28.9,52.6,56.7,1.74,436.8,3.27,Moong
Rajasthan,Chittorgarh,48.2,79.1,36.1,6.26,0.74,19.0,Red Soil,24.5,42.3,77.0,0.83,605.8,1.88,Soybean
Uttar Pradesh,Varanasi,55.4,59.4,56.9,6.2,0.35,28.2,Laterite,23.9,62.7,59.3,2.49,366.7,1.93,Tomato
Maharashtra,Nandurbar,69.9,55.2,41.5,7.14,0.37,26.8,Laterite,28.6,59.6,64.9,1.18,385.3,4.95,Sunflower
Telangana,Kamareddy,124.1,43.0,25.4,6.24,0.64,36.0,Sandy,26.5,80.1,62.3,0.36,246.3,2.81,Cotton
Karnataka,Raichur,27.1,25.7,16.9,5.47,0.51,11.1,Silty,33.9,24.7,35.2,1.27,553.3,2.0,Ragi
Punjab,Bathinda,43.3,39.3,49.0,5.82,0.35,30.6,Silty,26.0,67.9,63.5,2.55,511.6,2.22,Tobacco
West Bengal,Jalpaiguri,17.6,58.1,25.1,7.37,0.52,30.4,Laterite,30.1,67.6,40.7,1.1,601.8,2.61,Urad
West Bengal,Malda,59.9,59.2,68.2,6.62,0.74,23.1,Laterite,17.9,51.4,53.9,1.16,438.1,2.45,Onion
Bihar,Saran,19.1,59.1,26.1,7.07,0.77,22.9,Silty,27.5,51.0,66.5,0.8,435.7,3.6,Moong
Uttar Pradesh,Hathras,15.9,26.0,23.5,5.4,0.57,15.8,Loamy,31.4,35.1,57.9,1.04,547.2,2.82,Ragi
Punjab,Gurdaspur,63.9,45.1,41.2,5.78,0.6,38.2,Laterite,22.4,84.9,289.6,0.66,452.9,3.6,Rice
Karnataka,Uttara Kannada,60.9,56.1,40.7,5.85,0.8,23.1,Clayey,17.2,51.3,41.6,0.51,342.4,4.48,Potato
Bihar,Jamui,43.9,30.2,49.8,5.79,0.4,24.1,Silty,27.1,53.6,62.8,1.0,479.9,3.35,Tobacco
Rajasthan,Sawai Madhopur,37.6,70.5,36.9,7.0,0.78,25.6,Sandy,25.0,56.9,57.0,1.33,254.5,1.38,Soybean
Bihar,Gopalganj,72.2,58.0,20.6,6.71,0.36,29.3,Sandy,21.2,65.1,97.3,0.61,540.1,3.79,Maize
Andhra Pradesh,West Godavari,19.0,35.8,19.6,6.81,0.48,14.1,Loamy,30.7,31.3,27.9,1.42,369.5,2.82,Bajra
Maharashtra,Palghar,68.0,47.2,55.6,6.41,0.63,28.7,Loamy,15.7,63.7,50.4,1.54,524.3,4.84,Onion
Punjab,Nawanshahr,102.8,75.5,45.4,5.86,0.34,37.0,Black Cotton,25.2,82.3,108.4,0.25,596.2,3.0,Banana
Telangana,Mahabubnagar,51.0,57.1,55.0,6.04,0.42,32.6,Loamy,19.2,72.4,59.3,1.57,443.9,3.44,Tomato
West Bengal,Alipurduar,22.2,63.4,37.0,6.83,0.51,15.8,Sandy,19.5,35.0,34.9,1.16,525.5,3.66,Bengal Gram
Maharashtra,Nagpur,37.3,65.2,40.3,5.82,0.52,18.9,Laterite,25.3,41.9,62.1,1.25,447.7,4.45,Mirchi
Andhra Pradesh,Kadapa,25.1,24.1,17.5,6.32,0.53,9.7,Silty,27.3,21.6,39.1,1.05,602.4,4.55,Bajra
Rajasthan,Churu,29.3,45.0,24.8,6.5,0.5,21.6,Black Cotton,12.3,48.0,55.3,0.97,476.4,3.28,Mustard
Andhra Pradesh,Kakinada,44.3,45.5,43.9,6.62,0.64,23.6,Black Cotton,29.2,52.4,80.3,1.41,474.1,2.99,Groundnut
Andhra Pradesh,East Godavari,43.5,43.0,30.0,5.67,0.5,24.0,Clayey,26.9,53.3,78.2,1.42,424.4,2.79,Tobacco
Tamil Nadu,Theni,73.1,42.5,40.0,5.64,0.42,37.4,Laterite,23.1,83.2,241.1,1.53,628.1,3.43,Rice
Maharashtra,Parbhani,110.3,62.7,58.2,6.35,0.36,36.9,Silty,25.7,81.9,202.1,0.2,505.4,4.8,Sugarcane
Uttar Pradesh,Farrukhabad,34.1,64.4,25.9,6.05,0.75,20.6,Laterite,29.0,45.7,86.0,2.37,375.5,1.87,Toor
Telangana,Jayashankar Bhoopalpally,30.5,69.8,37.4,6.09,0.77,25.2,Sandy,19.9,56.0,45.3,0.65,449.2,2.74,Wheat
Telangana,Mulugu,100.4,80.0,54.5,6.46,0.48,34.8,Silty,29.1,77.4,115.2,1.17,251.7,1.96,Banana
Punjab,Amritsar,43.7,70.7,28.5,5.71,0.33,24.3,Silty,29.3,54.0,66.2,0.42,443.7,4.38,Toor
Bihar,Aurangabad,20.3,69.1,21.9,6.71,0.54,25.8,Laterite,30.9,57.4,40.3,0.79,453.9,1.85,Urad
Bihar,East Champaran,25.5,67.0,28.7,6.64,0.34,27.8,Red Soil,28.3,61.8,50.0,0.99,323.4,2.5,Urad
Telangana,Yadadri Bhuvanagiri,92.5,74.7,45.5,6.24,0.79,34.5,Laterite,28.9,76.7,98.2,0.1,493.2,1.6,Banana
